Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
22.01.05,5:00:00,0.9,13.7,144,5.7,80.5,,
28.03.04,11:00:00,2.3,9.5,96,19.2,31.3,79.73479089,104.2156552
25.07.04,12:00:00,0.8,3.0,54,28.2,42.6,,
06.07.04,2:00:00,0.7,4.1,60,23.3,48.4,,
15.02.05,3:00:00,0.4,1.1,-200,7.1,37.4,,
16.03.05,19:00:00,4.8,26.2,227,21.0,28.0,,
24.02.05,13:00:00,1.7,7.4,195,6.7,76.2,,
27.02.05,0:00:00,4.8,11.5,189,6.3,60.4,,
27.03.04,0:00:00,1.5,5.2,87,9.4,53.4,72.87541824,100.5436896
15.11.04,13:00:00,1.8,6.7,104,13.5,34.9,,
29.07.04,3:00:00,-200.0,2.4,-200,25.1,32.6,,
27.05.04,20:00:00,-200.0,16.2,-200,23.7,28.4,,
17.06.04,12:00:00,1.9,9.8,105,27.4,37.0,,
01.12.04,15:00:00,5.0,22.9,162,13.0,73.0,,
20.07.04,21:00:00,-200.0,11.2,102,30.9,29.0,,
18.03.04,20:00:00,5.1,26.0,176,18.6,36.2,21.63211751,52.62376767
21.08.04,7:00:00,-200.0,3.8,-200,25.7,36.9,,
29.10.04,4:00:00,-200.0,2.7,56,18.2,76.6,,
12.06.04,23:00:00,2.6,13.2,112,24.9,45.6,,
18.10.04,13:00:00,-200.0,19.9,-200,21.4,47.2,,
02.11.04,10:00:00,4.4,23.6,107,20.6,60.2,,
17.11.04,21:00:00,4.9,19.0,267,10.7,62.1,,
30.07.04,21:00:00,-200.0,13.2,118,29.1,38.9,,
15.05.04,21:00:00,2.2,10.2,124,20.9,33.2,115.2075894,68.37071729
08.02.05,8:00:00,2.1,10.0,224,6.0,46.4,,
02.12.04,7:00:00,1.4,7.2,89,12.5,76.4,,
22.09.04,3:00:00,0.5,2.4,-200,19.8,65.3,,
09.05.04,19:00:00,-200.0,10.1,-200,16.4,47.8,122.33634620000001,63.32350729
22.12.04,14:00:00,2.4,8.1,133,9.8,31.8,,
10.08.04,21:00:00,1.6,8.6,62,30.7,48.1,,
18.06.04,7:00:00,2.2,14.5,92,20.8,52.6,,
26.05.04,18:00:00,-200.0,22.6,-200,28.6,18.7,,
14.02.05,5:00:00,0.4,1.5,49,7.7,68.9,,
24.05.04,12:00:00,1.2,6.8,83,22.8,16.1,124.9231537,68.1973257
23.03.05,17:00:00,2.5,12.3,159,23.2,23.3,,
22.11.04,7:00:00,0.4,6.8,149,4.5,54.8,,
05.09.04,7:00:00,0.6,2.9,-200,25.5,38.2,,
08.02.05,15:00:00,1.6,5.3,165,13.9,20.7,,
21.12.04,18:00:00,3.1,16.7,166,7.6,40.1,,
11.02.05,17:00:00,6.6,-200.0,326,-200.0,-200.0,,
01.07.04,20:00:00,3.4,16.5,149,30.9,30.4,,
11.07.04,17:00:00,0.9,5.0,86,32.0,19.8,,
07.12.04,5:00:00,0.6,2.3,63,12.4,68.3,,
11.08.04,8:00:00,1.7,11.1,51,27.9,56.5,,
20.01.05,3:00:00,0.7,1.2,-200,8.1,53.1,,
20.11.04,23:00:00,0.7,7.2,133,6.1,45.2,,
04.12.04,2:00:00,2.9,11.0,90,12.1,79.4,,
22.06.04,2:00:00,0.4,1.9,36,22.1,44.3,,
15.03.04,1:00:00,1.8,6.9,93,14.0,57.0,41.55375968,53.44288809
20.03.04,21:00:00,3.3,13.7,125,16.4,53.8,28.35908082,53.56315974
30.05.04,5:00:00,0.1,3.1,37,17.2,47.2,,
19.08.04,11:00:00,1.1,6.1,35,36.9,30.9,,
14.10.04,9:00:00,-200.0,9.9,-200,16.3,53.3,,
18.03.05,8:00:00,2.9,14.5,141,8.7,61.6,,
06.11.04,13:00:00,3.5,19.4,121,20.7,59.3,,
12.01.05,10:00:00,4.4,19.6,170,9.9,73.3,,
19.04.04,1:00:00,-200.0,4.2,-200,14.1,70.1,188.00668190000002,211.67158909999998
09.06.04,4:00:00,0.5,3.3,51,20.8,54.4,,
11.12.04,21:00:00,2.9,11.6,138,13.3,38.7,,
10.02.05,15:00:00,2.2,-200.0,131,-200.0,-200.0,,
31.01.05,17:00:00,4.1,21.1,228,13.0,20.3,,
07.12.04,14:00:00,3.6,16.0,134,19.4,47.1,,
31.07.04,20:00:00,1.8,10.7,114,31.8,34.5,,
28.08.04,21:00:00,-200.0,8.8,-200,27.3,44.5,,
18.06.04,9:00:00,3.7,21.3,151,25.2,42.9,,
16.10.04,12:00:00,-200.0,7.0,-200,20.3,41.3,,
21.01.05,12:00:00,4.5,22.5,189,10.2,53.1,,
04.11.04,6:00:00,0.7,4.7,46,15.8,73.5,,
30.06.04,18:00:00,4.9,27.8,207,33.5,38.0,,
15.07.04,1:00:00,1.2,8.9,80,23.4,38.6,,
09.05.04,15:00:00,-200.0,7.0,-200,17.7,54.0,125.8032338,64.18208735
28.09.04,7:00:00,2.4,15.5,120,13.5,58.2,,
13.01.05,22:00:00,2.0,7.5,107,8.8,71.0,,
14.04.04,4:00:00,-200.0,1.7,57,10.7,63.8,143.60740890000002,166.8336668
26.10.04,19:00:00,6.2,36.6,134,22.2,61.0,,
12.03.05,20:00:00,2.4,14.1,201,13.2,51.4,,
07.05.04,16:00:00,2.3,9.4,116,14.2,60.5,37.09059162,142.15703180000003
08.03.05,5:00:00,0.7,1.9,114,1.4,56.8,,
23.02.05,15:00:00,2.3,9.9,223,5.6,74.6,,
14.01.05,22:00:00,1.7,6.2,126,8.3,69.7,,
14.06.04,8:00:00,1.8,8.7,96,21.5,44.5,,
06.09.04,20:00:00,1.8,8.5,-200,26.8,33.8,,
02.01.05,12:00:00,2.2,7.1,148,8.0,51.2,,
17.04.04,15:00:00,-200.0,5.0,-200,19.7,44.4,156.17644909999999,164.87887519999998
10.01.05,10:00:00,2.1,16.1,136,12.8,71.8,,
07.07.04,2:00:00,0.8,5.1,69,25.7,33.9,,
15.04.04,0:00:00,-200.0,4.7,-200,12.3,57.6,148.4918237,152.2444456
16.04.04,22:00:00,2.7,9.6,103,13.1,80.1,145.94899099999998,163.47743300000002
31.10.04,2:00:00,1.3,6.4,61,19.7,68.2,,
26.11.04,10:00:00,5.6,26.1,197,12.4,64.8,,
18.10.04,22:00:00,-200.0,8.0,-200,17.5,63.5,,
31.01.05,16:00:00,3.2,15.7,204,14.1,18.2,,
20.02.05,2:00:00,2.2,8.3,174,7.8,50.0,,
21.08.04,2:00:00,-200.0,3.9,-200,25.0,47.3,,
19.09.04,6:00:00,0.6,2.9,44,18.2,60.8,,
13.10.04,19:00:00,-200.0,10.6,-200,14.7,57.8,,
24.10.04,23:00:00,1.7,9.0,62,18.4,71.5,,
24.12.04,11:00:00,6.5,18.8,165,7.2,58.6,,
18.08.04,13:00:00,-200.0,5.5,-200,34.6,30.1,,
15.04.04,14:00:00,4.0,19.5,129,19.2,35.7,123.2808672,144.4866854
21.10.04,19:00:00,6.0,34.8,120,25.1,59.4,,
15.06.04,21:00:00,2.2,11.5,109,25.3,39.4,,
28.01.05,13:00:00,1.4,5.3,147,4.4,48.4,,
19.03.04,22:00:00,2.2,9.1,116,14.7,57.6,41.48240952,59.91719016
08.02.05,18:00:00,1.8,-200.0,194,-200.0,-200.0,,
07.08.04,0:00:00,1.4,8.5,62,23.8,65.0,,
15.03.05,20:00:00,7.4,33.5,248,16.4,41.9,,
29.10.04,21:00:00,1.8,7.0,116,17.3,76.3,,
11.01.05,22:00:00,3.4,16.6,146,12.0,67.4,,
25.06.04,12:00:00,2.1,10.0,108,34.0,25.6,,
25.10.04,9:00:00,3.5,18.8,111,18.7,66.3,,
20.07.04,22:00:00,-200.0,14.3,104,30.1,30.2,,
16.02.05,20:00:00,5.6,24.7,227,6.6,43.4,,
22.10.04,14:00:00,3.7,22.3,112,26.8,49.1,,
05.03.05,6:00:00,1.1,4.3,128,3.1,68.6,,
08.06.04,5:00:00,0.5,2.8,40,19.6,57.1,,
24.02.05,20:00:00,3.9,17.5,265,6.3,74.9,,
24.10.04,4:00:00,-200.0,7.0,51,18.7,73.8,,
17.01.05,6:00:00,0.7,1.6,90,3.2,56.0,,
27.03.05,4:00:00,1.0,3.4,68,15.9,65.1,,
24.12.04,13:00:00,6.9,24.8,197,9.8,52.4,,
06.11.04,21:00:00,3.1,13.3,90,19.5,57.4,,
13.07.04,4:00:00,0.6,2.5,51,16.3,59.8,,
17.11.04,9:00:00,3.8,19.0,201,7.5,58.8,,
03.05.04,14:00:00,1.4,10.0,69,30.3,20.1,43.60992789,149.3622913
15.12.04,11:00:00,3.5,-200.0,176,-200.0,-200.0,,
25.09.04,16:00:00,1.1,4.6,21,22.1,24.8,,
26.04.04,22:00:00,1.5,5.3,89,16.4,40.8,174.9188021,220.3177309
05.04.04,14:00:00,2.5,12.6,106,19.5,47.5,134.2754059,166.6411961
16.06.04,8:00:00,5.0,30.2,142,22.9,52.4,,
02.10.04,4:00:00,-200.0,4.0,-200,20.5,64.0,,
10.02.05,23:00:00,2.4,-200.0,164,-200.0,-200.0,,
04.04.04,17:00:00,-200.0,10.1,-200,23.0,36.2,160.7021861,147.30175769999997
29.04.04,0:00:00,1.5,7.8,89,17.4,55.6,186.6239664,220.29499980000003
13.07.04,12:00:00,2.7,14.5,141,33.7,15.4,,
22.07.04,20:00:00,3.7,21.1,158,34.5,25.5,,
22.08.04,2:00:00,-200.0,5.2,-200,20.9,57.4,,
01.04.04,10:00:00,2.8,11.7,113,19.2,39.6,70.47909356,102.2203688
18.04.04,13:00:00,-200.0,3.4,-200,16.7,56.0,180.1483618,217.50162310000002
18.10.04,7:00:00,-200.0,20.8,-200,13.3,70.4,,
18.05.04,10:00:00,2.4,12.3,119,25.3,27.0,128.0734585,63.58469662
29.05.04,15:00:00,0.5,4.2,63,22.9,30.7,,
13.09.04,5:00:00,-200.0,5.5,-200,19.5,72.0,,
25.09.04,21:00:00,1.7,7.4,88,18.4,33.2,,
12.06.04,14:00:00,1.2,7.2,68,36.0,20.5,,
16.04.04,4:00:00,1.0,3.6,69,11.9,74.8,139.99918280000003,153.2156203
04.02.05,4:00:00,0.8,3.1,115,5.0,63.5,,
18.06.04,6:00:00,0.8,6.5,59,20.4,54.1,,
25.05.04,6:00:00,0.2,2.6,45,13.4,34.5,,
06.03.05,21:00:00,1.5,4.1,158,7.5,43.8,,
21.02.05,0:00:00,1.4,3.3,112,6.7,62.8,,
11.03.05,15:00:00,1.7,12.3,180,19.3,29.9,,
15.10.04,9:00:00,-200.0,24.1,-200,17.3,70.9,,
10.12.04,4:00:00,-200.0,0.7,35,13.2,35.6,,
30.09.04,6:00:00,-200.0,8.1,-200,17.6,57.6,,
23.06.04,11:00:00,2.3,13.0,119,32.2,25.1,,
08.11.04,22:00:00,-200.0,8.0,-200,8.5,59.7,,
11.06.04,1:00:00,1.1,7.5,86,24.2,39.5,,
07.01.05,7:00:00,1.0,3.1,69,6.4,76.3,,
08.03.05,9:00:00,5.5,26.3,223,4.1,47.9,,
21.03.04,4:00:00,-200.0,5.8,87,15.4,57.8,30.70374307,50.89031315
08.08.04,7:00:00,0.6,2.8,38,24.3,58.4,,
06.01.05,15:00:00,1.5,6.4,111,16.3,51.9,,
24.01.05,1:00:00,-200.0,6.0,121,5.0,76.5,,
24.03.04,5:00:00,0.6,1.2,54,10.9,58.6,86.72871795,100.0520623
02.06.04,12:00:00,-200.0,7.4,53,28.9,34.8,,
16.10.04,0:00:00,-200.0,7.2,-200,14.1,83.8,,
09.12.04,17:00:00,1.7,5.7,105,14.8,48.4,,
15.06.04,8:00:00,4.0,24.8,119,23.7,39.9,,
27.05.04,18:00:00,-200.0,24.8,-200,27.0,23.5,,
23.10.04,11:00:00,3.0,16.2,102,23.3,57.5,,
07.04.04,21:00:00,1.2,3.2,71,9.8,71.8,144.5283918,145.33400480000003
17.04.04,16:00:00,-200.0,5.4,-200,19.3,45.7,174.4933148,203.0891867
07.12.04,3:00:00,1.1,4.2,-200,11.6,73.4,,
11.04.04,19:00:00,2.0,5.7,93,16.4,35.3,154.6931729,154.1915111
10.06.04,5:00:00,0.9,5.4,76,19.5,59.4,,
23.09.04,5:00:00,0.5,2.5,58,22.9,57.5,,
31.10.04,8:00:00,0.9,4.6,41,20.6,70.7,,
17.09.04,22:00:00,1.2,5.5,90,22.2,42.7,,
20.10.04,20:00:00,6.0,30.1,130,22.4,67.7,,
16.10.04,11:00:00,-200.0,8.3,-200,22.0,38.9,,
15.03.05,1:00:00,0.7,2.2,79,13.0,61.2,,
30.03.04,17:00:00,2.1,9.7,99,17.3,34.7,81.55814042,118.88525890000001
22.03.05,16:00:00,1.7,8.6,122,25.5,24.7,,
21.06.04,23:00:00,1.3,7.4,80,20.9,48.9,,
10.03.05,18:00:00,2.7,12.7,163,16.5,21.6,,
28.07.04,2:00:00,-200.0,3.8,78,22.8,34.7,,
07.01.05,14:00:00,3.0,13.1,147,11.1,62.0,,
29.03.05,13:00:00,2.5,11.7,136,18.0,57.9,,
10.08.04,19:00:00,1.7,10.6,79,34.7,35.9,,
18.11.04,13:00:00,3.6,13.8,208,18.3,50.0,,
23.12.04,17:00:00,6.6,29.0,208,9.4,41.3,,
26.12.04,15:00:00,0.8,2.2,57,14.8,63.5,,
21.01.05,16:00:00,3.3,20.2,99,13.5,51.5,,
10.10.04,18:00:00,2.0,8.4,81,21.1,68.6,,
28.06.04,8:00:00,5.6,32.4,159,25.5,43.1,,
06.10.04,14:00:00,-200.0,14.6,-200,26.3,46.0,,
19.11.04,23:00:00,2.6,4.0,110,12.8,14.8,,
25.06.04,6:00:00,1.6,8.9,88,20.1,57.0,,
15.12.04,14:00:00,4.3,-200.0,181,-200.0,-200.0,,
12.09.04,15:00:00,-200.0,3.3,-200,25.4,59.9,,
04.06.04,18:00:00,3.3,16.9,-200,26.5,29.7,,
19.06.04,23:00:00,2.4,-200.0,113,-200.0,-200.0,,
27.02.05,22:00:00,1.0,2.1,105,4.5,48.0,,
15.10.04,3:00:00,-200.0,2.1,-200,15.8,77.6,,
24.11.04,14:00:00,2.9,14.4,129,15.4,59.6,,
22.06.04,16:00:00,2.2,13.6,120,33.5,22.9,,
03.11.04,20:00:00,3.3,18.7,97,22.4,55.2,,
10.06.04,9:00:00,4.3,24.6,166,25.9,44.3,,
03.01.05,19:00:00,5.0,-200.0,190,-200.0,-200.0,,
09.12.04,15:00:00,1.4,5.3,99,15.2,50.1,,
07.12.04,19:00:00,3.2,13.3,116,15.2,58.4,,
21.12.04,17:00:00,2.5,10.7,145,7.9,38.6,,
09.09.04,11:00:00,2.2,14.8,143,34.9,18.5,,
09.10.04,16:00:00,2.7,14.2,94,29.4,42.9,,
04.07.04,18:00:00,0.9,5.5,71,35.8,13.4,,
14.07.04,5:00:00,0.8,5.0,73,18.8,49.0,,
12.08.04,7:00:00,1.7,11.0,60,26.4,61.7,,
26.11.04,13:00:00,4.9,22.7,196,15.5,56.2,,
27.11.04,9:00:00,3.8,16.3,121,13.4,78.8,,
19.05.04,8:00:00,6.2,36.7,155,18.6,46.8,129.6680054,66.36036926
08.10.04,16:00:00,2.4,15.6,98,28.5,39.4,,
30.03.05,15:00:00,1.8,8.4,125,26.6,24.9,,
16.10.04,23:00:00,-200.0,4.4,-200,15.4,73.2,,
26.02.05,13:00:00,2.8,4.5,117,9.9,43.5,,
28.03.05,8:00:00,1.0,3.4,89,15.0,73.2,,
26.09.04,7:00:00,1.0,5.4,56,12.2,63.2,,
05.12.04,3:00:00,1.0,3.0,-200,12.2,69.6,,
02.05.04,21:00:00,2.2,9.7,100,19.4,52.1,58.4432318,150.2682144
25.05.04,1:00:00,0.2,2.7,56,15.5,32.2,,
01.04.04,23:00:00,2.0,8.5,103,14.9,52.0,82.326412,102.18218279999999
30.01.05,20:00:00,1.6,3.9,163,5.0,31.1,,
02.11.04,6:00:00,0.5,3.0,37,17.9,69.3,,
16.03.05,11:00:00,3.2,13.3,200,19.3,34.7,,
13.05.04,1:00:00,1.2,4.7,75,16.4,50.5,111.98970109999999,60.76384511
21.03.04,0:00:00,2.8,10.6,107,15.7,58.6,25.68937079,57.61349956
22.02.05,12:00:00,2.0,9.1,208,11.4,48.9,,
22.01.05,12:00:00,1.0,15.0,204,14.0,52.0,,
19.04.04,9:00:00,-200.0,8.5,-200,18.8,48.0,183.0535544,207.995602
22.04.04,6:00:00,-200.0,5.7,-200,12.2,64.1,186.5322745,220.5252472
07.09.04,9:00:00,2.1,10.2,64,27.3,38.3,,
31.03.05,15:00:00,1.0,3.7,89,22.5,32.9,,
25.07.04,19:00:00,1.6,6.3,90,28.8,41.3,,
11.08.04,9:00:00,1.8,9.7,58,29.8,51.1,,
13.10.04,11:00:00,-200.0,6.9,-200,17.4,47.6,,
23.09.04,7:00:00,3.2,21.6,112,21.3,63.5,,
19.07.04,2:00:00,0.1,2.8,51,26.6,33.0,,
06.02.05,15:00:00,0.8,1.9,78,10.3,27.7,,
21.01.05,13:00:00,5.0,24.0,198,11.1,51.4,,
19.05.04,3:00:00,0.3,1.8,-200,18.7,44.3,118.50823270000001,60.07121415
23.02.05,3:00:00,0.6,1.4,-200,3.5,80.6,,
19.10.04,9:00:00,-200.0,30.1,-200,16.6,68.4,,
07.07.04,15:00:00,1.8,11.3,121,41.0,11.6,,
31.07.04,8:00:00,1.5,9.2,86,25.2,51.0,,
09.05.04,14:00:00,-200.0,4.8,-200,15.6,65.8,130.0937014,70.01338605
24.08.04,2:00:00,0.7,3.2,34,22.8,41.3,,
15.12.04,17:00:00,6.6,-200.0,229,-200.0,-200.0,,
19.03.05,1:00:00,1.9,6.4,155,11.6,68.3,,
13.07.04,8:00:00,5.0,27.6,129,19.2,48.8,,
13.09.04,21:00:00,3.0,19.9,172,26.1,46.4,,
04.07.04,4:00:00,0.6,4.3,49,21.2,56.8,,
11.03.05,18:00:00,1.5,13.9,181,16.0,35.3,,
30.12.04,9:00:00,-200.0,6.1,-200,8.8,42.0,,
25.03.05,19:00:00,5.7,27.2,196,19.4,56.3,,
06.10.04,23:00:00,-200.0,11.4,-200,20.4,62.4,,
19.02.05,0:00:00,2.7,8.2,250,4.1,55.0,,
13.02.05,23:00:00,1.5,5.6,142,11.8,53.4,,
10.07.04,21:00:00,1.3,7.2,94,24.7,38.8,,
13.01.05,17:00:00,3.9,19.9,160,12.3,63.0,,
12.03.05,6:00:00,-200.0,1.5,65,9.2,75.3,,
12.06.04,21:00:00,1.8,11.2,89,26.1,42.2,,
16.07.04,19:00:00,4.1,21.6,187,32.4,21.5,,
22.12.04,8:00:00,2.0,8.8,152,4.5,53.0,,
23.12.04,16:00:00,4.3,17.9,177,11.3,33.6,,
24.02.05,16:00:00,3.0,13.3,267,7.6,70.8,,
02.01.05,22:00:00,3.2,-200.0,169,-200.0,-200.0,,
14.01.05,1:00:00,1.8,6.4,98,7.1,73.9,,
05.12.04,21:00:00,1.7,4.4,93,12.6,70.5,,
30.10.04,11:00:00,4.0,20.3,152,21.2,64.4,,
14.08.04,23:00:00,0.9,4.9,47,26.7,49.5,,
27.07.04,20:00:00,-200.0,9.3,114,27.7,24.2,,
20.05.04,14:00:00,1.9,12.3,120,31.1,22.3,110.29233470000001,65.4403885
24.09.04,12:00:00,3.7,22.3,143,26.2,46.0,,
17.10.04,10:00:00,-200.0,6.8,-200,19.2,51.9,,
04.05.04,0:00:00,1.3,5.5,81,18.4,65.8,56.64426264,173.4055544
13.02.05,17:00:00,1.0,4.3,100,17.1,35.8,,
26.11.04,16:00:00,6.2,29.1,213,15.7,58.9,,
10.08.04,23:00:00,1.8,10.5,63,28.8,52.0,,
25.03.04,20:00:00,4.6,21.6,133,12.6,52.5,73.22545503,111.4944312
18.01.05,10:00:00,5.8,25.0,235,5.6,52.9,,
05.05.04,3:00:00,0.5,1.8,-200,15.5,66.9,55.0801999,163.0920729
21.01.05,7:00:00,2.4,12.2,138,6.4,63.9,,
17.05.04,2:00:00,0.5,1.8,37,18.4,27.6,115.4623213,67.10121241
05.08.04,8:00:00,-200.0,15.1,-200,26.5,50.4,,
13.09.04,10:00:00,3.1,18.4,138,25.4,53.0,,
12.03.04,17:00:00,2.4,11.7,119,16.9,34.3,35.16642456,51.04520518
11.05.04,12:00:00,2.5,13.9,96,24.3,29.8,129.9774986,60.47211156
18.05.04,18:00:00,4.4,22.7,160,27.5,24.7,130.181546,62.13375296
31.03.04,20:00:00,2.3,9.3,105,13.2,56.0,80.63333077,108.4323736
03.07.04,9:00:00,1.9,11.1,124,25.3,40.7,,
22.03.05,12:00:00,2.8,15.6,160,21.7,39.0,,
04.09.04,13:00:00,1.8,9.8,-200,37.1,21.2,,
31.12.04,16:00:00,-200.0,5.6,-200,13.3,27.5,,
06.04.04,5:00:00,0.8,3.4,64,14.6,58.8,150.7901997,141.2335103
21.09.04,14:00:00,2.3,12.7,143,29.2,37.9,,
08.11.04,0:00:00,0.9,2.7,59,10.2,71.6,,
19.11.04,15:00:00,5.0,14.8,222,18.3,52.3,,
05.04.04,13:00:00,3.1,15.4,114,18.0,51.5,124.1378179,150.8148119
20.01.05,12:00:00,2.6,11.9,151,13.9,32.3,,
18.01.05,13:00:00,4.9,25.1,234,5.5,66.1,,
15.04.04,6:00:00,-200.0,7.9,-200,9.1,67.4,124.30445859999999,160.1565099
18.06.04,16:00:00,2.4,14.8,147,37.2,21.6,,
16.11.04,4:00:00,0.4,0.7,32,11.1,40.8,,
07.02.05,2:00:00,0.8,1.5,78,4.3,38.1,,
26.01.05,1:00:00,-200.0,0.9,49,4.0,47.8,,
08.03.05,17:00:00,2.0,9.6,168,15.8,16.7,,
14.03.05,8:00:00,3.5,15.7,163,10.8,64.4,,
06.12.04,16:00:00,2.7,15.6,114,18.7,53.0,,
06.07.04,7:00:00,3.8,23.3,115,22.9,49.1,,
20.08.04,9:00:00,-200.0,8.6,-200,29.7,50.5,,
12.04.04,5:00:00,0.3,0.5,26,13.5,37.9,140.9473471,150.61684580000002
09.12.04,1:00:00,1.0,2.9,83,14.9,65.7,,
05.11.04,0:00:00,1.6,8.8,65,18.5,69.5,,
10.06.04,14:00:00,2.6,17.0,144,39.7,18.7,,
16.05.04,7:00:00,0.8,4.2,58,13.8,51.4,124.920349,70.22715379
07.08.04,8:00:00,1.2,7.7,51,23.3,61.8,,
27.02.05,8:00:00,1.1,3.6,118,2.5,69.5,,
21.07.04,1:00:00,-200.0,7.6,67,27.6,38.2,,
11.06.04,18:00:00,3.2,19.1,146,34.2,14.2,,
21.04.04,0:00:00,-200.0,4.5,-200,14.2,56.7,174.8385667,209.4681215
07.06.04,6:00:00,1.5,9.6,76,17.3,57.6,,
04.11.04,20:00:00,4.3,27.2,97,21.1,66.1,,
06.06.04,8:00:00,1.2,5.9,70,20.4,55.8,,
18.07.04,2:00:00,1.1,5.5,64,24.3,38.1,,
01.11.04,10:00:00,2.2,12.4,74,23.1,61.3,,
31.03.05,20:00:00,1.5,4.4,118,16.3,47.3,,
02.03.05,10:00:00,2.0,8.3,181,4.6,32.5,,
15.04.04,2:00:00,-200.0,2.1,-200,10.7,62.3,133.0760875,163.3281933
03.11.04,21:00:00,2.4,12.7,90,21.7,57.7,,
12.04.04,19:00:00,1.8,5.2,93,10.6,59.5,148.8375746,155.1703444
23.10.04,19:00:00,4.6,23.1,118,22.2,63.6,,
10.12.04,14:00:00,2.1,9.0,114,18.8,20.0,,
14.01.05,11:00:00,3.8,17.1,179,9.3,67.1,,
02.01.05,0:00:00,1.8,5.2,112,4.7,62.9,,
30.01.05,17:00:00,1.0,2.6,118,7.8,28.3,,
27.11.04,18:00:00,5.6,24.5,136,14.2,75.8,,
25.03.05,9:00:00,4.3,22.9,158,16.0,67.8,,
03.01.05,12:00:00,1.7,-200.0,115,-200.0,-200.0,,
19.07.04,18:00:00,-200.0,20.7,200,37.7,19.8,,
11.09.04,1:00:00,-200.0,6.2,-200,23.4,40.7,,
16.01.05,6:00:00,1.2,4.5,106,4.7,62.3,,
28.05.04,4:00:00,-200.0,2.8,-200,15.2,53.6,,
28.08.04,5:00:00,0.4,1.7,33,22.5,48.6,,
18.03.05,15:00:00,2.3,12.9,177,25.9,21.9,,
20.09.04,1:00:00,0.8,4.0,57,22.8,53.0,,
28.02.05,18:00:00,2.0,6.7,140,2.1,36.6,,
08.01.05,7:00:00,1.3,4.5,93,8.1,68.0,,
21.06.04,18:00:00,3.0,15.3,147,28.6,22.3,,
24.07.04,15:00:00,0.9,3.8,38,37.3,28.8,,
21.04.04,18:00:00,-200.0,32.5,-200,25.3,28.9,189.83285859999998,219.91375699999998
26.03.05,23:00:00,1.6,7.2,111,16.5,63.8,,
17.01.05,9:00:00,4.1,18.0,199,2.4,60.2,,
30.08.04,5:00:00,-200.0,3.9,-200,22.0,62.3,,
03.10.04,19:00:00,-200.0,20.8,-200,23.7,55.6,,
15.03.05,16:00:00,2.5,12.3,166,23.6,22.9,,
29.03.05,11:00:00,2.4,10.0,147,19.6,49.4,,
16.03.04,0:00:00,2.1,11.1,103,14.1,65.7,39.43071713,51.11159341
25.06.04,3:00:00,0.7,3.3,-200,23.1,47.4,,
21.06.04,17:00:00,2.2,12.4,124,30.1,19.3,,
04.10.04,21:00:00,-200.0,10.0,-200,22.6,55.1,,
09.02.05,20:00:00,3.8,-200.0,223,-200.0,-200.0,,
06.05.04,14:00:00,3.0,14.1,121,13.6,65.5,59.8031434,157.9419379
11.12.04,8:00:00,1.7,8.4,124,8.2,46.8,,
16.05.04,17:00:00,1.9,10.1,107,30.4,26.5,130.7224603,68.9067853
13.12.04,5:00:00,0.7,1.8,64,6.4,63.3,,
27.07.04,19:00:00,-200.0,10.6,111,28.4,24.7,,
11.10.04,20:00:00,3.2,16.2,76,19.7,65.1,,
21.10.04,9:00:00,3.6,20.6,119,22.6,61.5,,
03.10.04,12:00:00,-200.0,11.3,-200,26.6,43.7,,
05.07.04,7:00:00,2.0,14.3,80,21.6,44.1,,
12.05.04,6:00:00,1.5,9.6,73,14.5,65.7,122.91461869999999,65.07513807
31.08.04,18:00:00,2.7,14.1,104,31.4,35.4,,
01.05.04,6:00:00,0.7,3.1,35,16.7,66.9,43.80557309,168.4300702
05.01.05,15:00:00,2.6,13.9,150,14.6,59.6,,
01.04.04,14:00:00,1.7,-200.0,72,-200.0,-200.0,82.88388758,112.82456440000001
27.08.04,10:00:00,2.2,-200.0,99,-200.0,-200.0,,
01.05.04,3:00:00,1.3,6.3,-200,15.7,73.1,40.27562011,145.93403480000003
01.04.05,9:00:00,1.3,4.3,127,16.1,41.5,,
29.03.05,23:00:00,1.1,5.0,107,13.5,70.8,,
29.03.04,4:00:00,0.6,1.2,59,11.3,46.9,78.72072272,118.3711763
29.08.04,7:00:00,-200.0,2.8,-200,21.3,64.1,,
31.01.05,20:00:00,6.8,29.2,282,7.3,36.8,,
27.11.04,1:00:00,4.2,18.0,140,12.7,77.5,,
09.09.04,10:00:00,3.1,19.9,171,31.0,21.9,,
30.10.04,15:00:00,3.2,16.4,135,23.5,58.3,,
02.12.04,11:00:00,3.4,16.4,137,15.4,63.9,,
19.02.05,16:00:00,1.1,3.4,117,12.8,31.9,,
29.11.04,7:00:00,2.0,9.8,90,8.7,83.7,,
28.09.04,17:00:00,4.8,26.8,173,28.0,23.3,,
15.10.04,4:00:00,-200.0,2.3,-200,15.2,79.4,,
24.01.05,17:00:00,1.0,7.6,163,8.9,38.1,,
25.08.04,19:00:00,1.4,6.3,53,29.1,42.1,,
30.03.05,6:00:00,0.8,3.8,78,11.0,73.1,,
06.11.04,23:00:00,1.6,7.9,73,18.8,59.1,,
22.03.04,5:00:00,0.3,0.7,23,16.5,53.9,50.63356132,50.3018261
30.07.04,9:00:00,-200.0,22.0,160,26.8,46.6,,
16.01.05,2:00:00,2.1,7.6,128,5.1,65.5,,
